type,category,function,code,translate_key,name,word,word_default,multiple_row_flg,admin_flg
1,5,16,32,reservation/deadlineDay,予約/締切日(利用開始日時基準),利用開始日時の {0}日前 {1},利用開始日時の {0}日前 {1},0,0
1,5,16,33,reservation/deadlineHourTo,予約/締切時間(利用終了日時基準),利用終了日時の {0}時間前,利用終了日時の {0}時間前,0,0
1,5,16,34,reservation/deadlineDayTo,予約/締切日(利用終了日時基準),利用終了日時の {0}日前 {1},利用終了日時の {0}日前 {1},0,0
1,5,16,35,reservation/chargeBreakDown,予約/内訳,(内訳),(内訳),0,0
1,5,16,36,reservation/chargeBreakDown/name,予約/内訳（ヘッダー）/予約枠名,　,　,0,0
1,5,16,37,reservation/chargeBreakDown/charge,予約/内訳（ヘッダー）/単価,単価,単価,0,0
1,5,16,38,reservation/chargeBreakDown/number,予約/内訳（ヘッダー）/予約数,予約数,予約数,0,0
1,5,16,39,reservation/chargeBreakDown/totalCharge,予約/内訳（ヘッダー）/料金,料金,料金,0,0
1,5,17,1,reservationsMailAdd/message,予約オプトイン/メッセージ,"『利用規約』に同意のうえ、メールアドレスを登録してください。
登録後に届く自動返信メールに記載のURLから登録フォームへ進んでください。","『利用規約』に同意のうえ、メールアドレスを登録してください。
登録後に届く自動返信メールに記載のURLから登録フォームへ進んでください。",1,0
1,5,17,2,reservationsMailAdd/mail,予約オプトイン/メールアドレス,メールアドレス,メールアドレス,0,0
1,5,17,3,reservationsMailAdd/mailConfirm,予約オプトイン/メールアドレス（確認）,メールアドレス（確認）,メールアドレス（確認）,0,0
1,5,17,4,reservationsMailAdd/nextBtn,予約オプトイン/登録ボタン,登録する,登録する,0,0
1,5,17,5,reservationsMailAdd/finishMessage,予約オプトイン完了画面/メッセージ,"登録いただいたメールアドレスにメールをお送りしました。
メールに記載のURLから登録フォームに進んでください。","登録いただいたメールアドレスにメールをお送りしました。
メールに記載のURLから登録フォームに進んでください。",1,0
1,5,17,6,reservationsMailAdd/loginBtn,予約オプトイン/ログインボタン,既に会員の方はこちら,既に会員の方はこちら,0,0
1,5,18,1,reservationsAdd/backBtn,予約確認画面/戻るボタン,戻る,戻る,0,0
1,5,18,2,reservationsAdd/continuousBtn,予約確認画面/続けて予約ボタン,続けて予約,続けて予約,0,0
1,5,18,3,reservationsAdd/continuousTitle,予約確認画面/続けて予約タイトル,続けて予約でストック中,続けて予約でストック中,0,0
1,5,18,4,reservationsAdd/continuousDeleteAllBtn,予約確認画面/続けて予約取消ボタン,上記の予約を取消,上記の予約を取消,0,0
1,5,18,5,reservationsAdd/continuousDateTimeHeader,続けて予約確認画面/利用日時,利用日時,利用日時,0,0
1,5,18,6,reservationsAdd/continuousDeleteBtn,続けて予約確認画面/削除ボタン,削除,削除,0,0
1,5,18,7,reservationsAdd/continuousDetailBtn,続けて予約確認画面/詳細ボタン,詳細,詳細,0,0
1,5,18,8,reservationsAdd/continuousDetailHeader,続けて予約確認画面/詳細（ヘッダー名）,詳細,詳細,0,0
1,5,18,9,reservationsAdd/continuousEditBtn,続けて予約確認画面/編集ボタン,編集,編集,0,0
1,5,18,10,reservationsAdd/continuousErrorLine,続けて予約確認画面/行目,行目,行目,0,0
1,5,18,11,reservationsAdd/continuousEventHeader,続けて予約確認画面/予約枠名（ヘッダー名）,予約枠名,予約枠名,0,0
1,5,18,12,reservationsAdd/continuousNumberHeader,続けて予約確認画面/予約数（ヘッダー名）,予約数,予約数,0,0
1,5,18,13,reservationsAdd/finishBtn,予約/予約登録ボタン,予約を登録する,予約を登録する,0,0
1,5,18,14,reservationsAdd/finishMessage,予約完了画面/メッセージ,"予約を受け付けました。
登録いただいたメールアドレスに確認のメールをお送りしましたので、ご確認ください。
表示されている『予約ID』は、必ずメモか印刷をして保存してください。
メールが届かない場合は、問い合わせの際に『予約ID』をお知らせください。","予約を受け付けました。
登録いただいたメールアドレスに確認のメールをお送りしましたので、ご確認ください。
表示されている『予約ID』は、必ずメモか印刷をして保存してください。
メールが届かない場合は、問い合わせの際に『予約ID』をお知らせください。",1,0
1,5,18,15,reservationsAdd/loginBtn,予約/ログインボタン,ログインして予約する,ログインして予約する,0,0
1,5,18,16,reservationsAdd/loginDescription,予約/ログイン説明文,会員登録済みの方はログインして予約してください。,会員登録済みの方はログインして予約してください。,1,0
1,5,18,17,reservationsAdd/loginTitle,予約/ログインタイトル,ログイン,ログイン,0,0
1,5,19,1,reservationsEdit/stepTitle,予約画面/stepタイトル,予約編集,予約編集,0,0
1,5,19,2,reservationsEdit/step1,予約画面/step1,入力,入力,0,0
1,5,19,3,reservationsEdit/step2,予約画面/step2,確認,確認,0,0
1,5,19,4,reservationsEdit/step3,予約画面/step3,完了,完了,0,0
1,5,19,5,reservationsEdit/backBtn,予約編集確認画面/戻るボタン,戻る,戻る,0,0
1,5,19,6,reservationsEdit/finishBtn,予約編集確認画面/予約変更ボタン,予約を変更する,予約を変更する,0,0
1,5,19,7,reservationsEdit/finishMessage,予約編集完了画面/メッセージ,"予約の変更を受け付けました。
登録いただいたメールアドレスに確認のメールをお送りしましたので、ご確認ください。
表示されている『予約ID』は、必ずメモか印刷をして保存してください。
メールが届かない場合は、問い合わせの際に『予約ID』をお知らせください。","予約の変更を受け付けました。
登録いただいたメールアドレスに確認のメールをお送りしましたので、ご確認ください。
表示されている『予約ID』は、必ずメモか印刷をして保存してください。
メールが届かない場合は、問い合わせの際に『予約ID』をお知らせください。",1,0
1,5,20,1,reservationsHistory/detail,予約履歴/詳細（ヘッダー名）,詳細,詳細,0,0
1,5,20,2,reservationsHistory/detailBtn,予約履歴/詳細ボタン,詳細,詳細,0,0
1,5,20,3,reservationsHistory/eventName,予約履歴/予約枠名,予約枠名,予約枠名,0,0
1,5,20,4,reservationsHistory/noList,予約履歴/データなし,データがありません,データがありません,0,0
1,5,20,5,reservationsHistory/paymentStatus,予約履歴/決済状況,決済状況,決済状況,0,0
1,5,20,6,reservationsHistory/search,予約履歴/画面内ページタイトル,予約履歴の検索,予約履歴の検索,0,0
1,5,20,7,reservationsHistory/status,予約履歴/予約ステータス,予約ステータス,予約ステータス,0,0
1,5,20,8,reservationsHistory/usedatetime,予約履歴/利用日時,利用日時,利用日時,0,0
1,5,21,1,reservation/cancelDialog/message,予約/キャンセルダイアログのメッセージ,該当データをキャンセルします。よろしいでしょうか？,該当データをキャンセルします。よろしいでしょうか？,0,0
1,5,21,2,reservation/cancelDialog/title,予約/キャンセルダイアログのタイトル,キャンセル,キャンセル,0,0
1,5,21,3,reservationsCancelFinish/finishMessage,予約キャンセル/完了メッセージ,"予約のキャンセルを受け付けました。
登録いただいたメールアドレスに確認のメールをお送りしましたので、ご確認ください。
表示されている『予約ID』は、必ずメモか印刷をして保存してください。
 メールが届かない場合は、問い合わせの際に『予約ID』をお知らせください。","予約のキャンセルを受け付けました。
登録いただいたメールアドレスに確認のメールをお送りしましたので、ご確認ください。
表示されている『予約ID』は、必ずメモか印刷をして保存してください。
 メールが届かない場合は、問い合わせの際に『予約ID』をお知らせください。",1,0
1,5,22,1,reservationView/qrCode/title,予約詳細/QRコード/タイトル,QRコード,QRコード,0,0
1,5,22,2,reservationView/qrCode/description,予約詳細/QRコード/説明文,QRコードをかざしてください。,QRコードをかざしてください。,1,0
1,5,22,3,reservationView/qrCode/alt,予約詳細/QRコード/Alt,QRコード,QRコード,0,0
1,5,23,1,reservationView/remoteLockSetting,予約詳細/RemoteLOCK設定,RemoteLOCK設定,RemoteLOCK設定,0,0
1,5,23,2,reservationView/smartLockPin,予約詳細/PIN番号,PIN番号,PIN番号,0,0
1,5,23,3,reservationView/akerunSetting,予約詳細/Akerun設定,Akerun設定,Akerun設定,0,0
1,5,23,4,reservationView/smartLockKeyUrl,予約詳細/ロック解除URL,ロック解除URL,ロック解除URL,0,0
1,5,23,5,reservationView/universalAccessKey,予約詳細/カギ情報URL（ユニバーサルアクセスキー）,カギ情報URL（ユニバーサルアクセスキー）,カギ情報URL（ユニバーサルアクセスキー）,0,0
1,5,23,6,reservationView/universalAccessKey/description,予約詳細/カギ情報URL（ユニバーサルアクセスキー）/説明文,RemoteLOCKのカギ情報は上記URLにアクセスしてご確認ください。,RemoteLOCKのカギ情報は上記URLにアクセスしてご確認ください。,0,0
1,6,22,1,payment/cardInfo,決済入力/クレジットカード情報,クレジットカード情報,クレジットカード情報,0,0
1,6,22,2,payment/cardNo,決済入力/カード番号,カード番号,カード番号,0,0
1,6,22,3,payment/expire,決済入力/有効期限,有効期限,有効期限,0,0
1,6,22,4,payment/securityCode,決済入力/セキュリティコード,セキュリティコード,セキュリティコード,0,0
1,6,22,5,paymentLink/message,リンク型決済/メッセージ,決済画面へ自動的に切り替わります。切り替わらない場合は「決済情報の入力」ボタンを押してください。,決済画面へ自動的に切り替わります。切り替わらない場合は「決済情報の入力」ボタンを押してください。,1,0
1,6,22,6,paymentLink/paymentBtn,リンク型決済/決済ボタン,決済情報の入力,決済情報の入力,0,0
1,6,22,7,payment/name,決済入力/カード名義人,カード名義人,カード名義人,0,0
1,6,22,8,payment/kycInfo,決済入力/本人確認情報,本人確認情報,本人確認情報,0,0
1,6,22,9,payment/emailAddress,決済入力/メールアドレス,メールアドレス,メールアドレス,0,0
1,6,22,10,payment/phoneNumber,決済入力/電話番号,電話番号,電話番号,0,0
1,6,22,11,payment/phoneNumber/work,決済入力/電話番号/勤務先,勤務先,勤務先,0,0
1,6,22,12,payment/phoneNumber/home,決済入力/電話番号/自宅,自宅,自宅,0,0
1,6,22,13,payment/phoneNumber/mobile,決済入力/電話番号/携帯,携帯,携帯,0,0
1,6,22,14,payment/emailAddress/message,決済入力/メールアドレス/メッセージ,※電話番号もしくはメールアドレスを入力してください。,※電話番号もしくはメールアドレスを入力してください。,0,0
1,6,22,15,payment/phoneNumber/message,決済入力/電話番号/メッセージ,※勤務先、自宅、携帯のいずれかの電話番号もしくはメールアドレスを入力してください。,※勤務先、自宅、携帯のいずれかの電話番号もしくはメールアドレスを入力してください。,0,0
1,6,22,16,payment/sb/name/message,決済入力/SB/カード名義人/メッセージ,※クレジットカードに記載されている名義を、姓名の間に半角スペースをあけてご入力ください。例） TARO YOYAKU,※クレジットカードに記載されている名義を、姓名の間に半角スペースをあけてご入力ください。例） TARO YOYAKU,0,0
1,6,22,17,payment/sb/phoneNumber/message,決済入力/SB/電話番号/メッセージ,※電話番号もしくはメールアドレスを入力してください。,※電話番号もしくはメールアドレスを入力してください。,0,0
1,6,22,18,payment/sb/phoneNumber/placeholder,決済入力/SB/電話番号/プレースホルダー,09012341234,09012341234,0,0
1,6,22,19,payment/kycInfo/message,決済入力/本人確認情報/メッセージ,電話番号とメールアドレスはどちらか必須となります。どちらか一方は必ず入力してください。,電話番号とメールアドレスはどちらか必須となります。どちらか一方は必ず入力してください。,1,0
1,7,23,1,WAITING_CANCELLATION_RELEASE_SUCCESS,キャンセル待ち一覧/解除完了メッセージ,キャンセル待ち通知を解除しました。,キャンセル待ち通知を解除しました。,0,0
1,7,23,2,waitingCancellation/eventName,キャンセル待ち一覧/予約枠名（ヘッダー）,予約枠名,予約枠名,0,0
1,7,23,3,waitingCancellation/usageTimestamp,キャンセル待ち一覧/予約開始時間（ヘッダー）,予約開始時間,予約開始時間,0,0
1,7,23,4,waitingCancellation/dialog/message,キャンセル待ち一覧/メッセージ,キャンセル待ち通知を解除しますがよろしいですか？,キャンセル待ち通知を解除しますがよろしいですか？,0,0
1,7,23,5,waitingCancellation/dialog/title,キャンセル待ち一覧/ダイアログタイトル,キャンセル待ち通知解除,キャンセル待ち通知解除,0,0
1,7,23,6,waitingCancellation/noList,キャンセル待ち一覧/データなし,データはありません,データはありません,0,0
1,7,23,7,waitingCancellation/releaseBtn,キャンセル待ち一覧/解除ボタン,解除,解除,0,0
1,7,23,8,waitingCancellation/submitBtn,キャンセル待ち確認認証/送信ボタン,認証,認証,0,0
1,7,23,9,waitingCancellation/token/1,キャンセル待ち確認認証/メッセージ,キャンセル待ち登録時のメールアドレスをご入力下さい,キャンセル待ち登録時のメールアドレスをご入力下さい,1,0
1,7,23,10,waitingCancellation/mail,キャンセル待ち確認認証/メールアドレス,メールアドレス,メールアドレス,0,0
1,7,23,11,waitingCancellation/tokenFinish,キャンセル待ち確認認証完了画面/メッセージ,入力されたメールアドレスにキャンセル待ち確認ページのURLを送信しました。メールをご確認ください。,入力されたメールアドレスにキャンセル待ち確認ページのURLを送信しました。メールをご確認ください。,1,0
1,7,23,12,waitingCancellation/addBtn,キャンセル待ち登録/登録ボタン,登録する,登録する,0,0
1,7,23,13,waitingCancellation/finishMessage,キャンセル待ち登録/完了メッセージ,キャンセル待ち通知の登録が完了しました,キャンセル待ち通知の登録が完了しました,0,0
1,7,23,14,waitingCancellation/description,キャンセル待ち登録/注釈,※キャンセル等で予約可能となった際に、メール通知されます。,※キャンセル等で予約可能となった際に、メール通知されます。,0,0
1,7,23,15,waitingCancellation/closeButton,キャンセル待ち登録/閉じるボタン,閉じる,閉じる,0,0
1,8,24,1,guest/code,非会員ログイン認証/認証コード,認証コード,認証コード,0,0
1,8,24,2,guest/code/message,非会員ログイン認証/メッセージ,先ほど入力したアドレス宛に送られた認証コードを入力してください。,先ほど入力したアドレス宛に送られた認証コードを入力してください。,0,0
1,8,24,3,guest/codeBtn,非会員ログイン認証/認証ボタン,認証,認証,0,0
1,8,24,4,guest/login/message,非会員ログイン/メッセージ,予約登録時の予約IDとメールアドレスを入力してください。,予約登録時の予約IDとメールアドレスを入力してください。,0,0
1,8,24,5,guest/loginBtn,非会員ログイン/ログインボタン,次へ,次へ,0,0
1,8,24,6,guest/mail,非会員ログイン/メールアドレス,メールアドレス,メールアドレス,0,0
1,8,24,7,guest/reservationId,非会員ログイン/予約ID,予約ID,予約ID,0,0
1,9,25,1,inquiry/backBtn,お問い合わせ/戻るボタン,戻る,戻る,0,0
1,9,25,2,inquiry/contents,お問い合わせ/お問い合わせ内容,お問い合わせ内容,お問い合わせ内容,0,0
1,9,25,3,inquiry/finishBtn,お問い合わせ/送信ボタン,内容を送信する,内容を送信する,0,0
1,9,25,4,inquiry/finishMessage,お問い合わせ/完了画面メッセージ,お問い合わせの送信が完了しました,お問い合わせの送信が完了しました,1,0
1,9,25,5,inquiry/mail,お問い合わせ/メールアドレス,メールアドレス,メールアドレス,0,0
1,9,25,6,inquiry/mail_confirm,お問い合わせ/メールアドレス確認,メールアドレス（確認）,メールアドレス（確認）,0,0
1,9,25,7,inquiry/name,お問い合わせ/氏名,氏名,氏名,0,0
1,9,25,8,inquiry/nextBtn,お問い合わせ/確認するボタン,確認する,確認する,0,0
1,9,25,9,inquiry/phone,お問い合わせ/電話番号,電話番号,電話番号,0,0
1,9,25,10,inquiry/step1,お問い合わせ/step1,1.お問い合わせの入力,1.お問い合わせの入力,0,0
1,9,25,11,inquiry/step2,お問い合わせ/step2,2.お問い合わせの確認,2.お問い合わせの確認,0,0
1,9,25,12,inquiry/step3,お問い合わせ/step3,3.お問い合わせの完了,3.お問い合わせの完了,0,0
1,9,25,13,inquiry/stepTitle,お問い合わせ/stepタイトル,登録の流れ,登録の流れ,0,0
1,10,26,1,news/backBtn,お知らせ/戻るボタン,戻る,戻る,0,0
1,10,26,2,news/new,お知らせ/new,NEW,NEW,0,0
1,10,26,3,news/noList,お知らせ/データなし,お知らせはありません,お知らせはありません,0,0
1,10,26,4,news/title,お知らせ/タイトル,お知らせ,お知らせ,0,0
